NAME, ADDRESS, MAP, TELEPHONE, TYPE, URL
"Boulder Creek Brewing Co","13040 Highway 9 Boulder Creek, CA 95006-9154 | ",Map,Phone: (831) 338-7882,Type: Brewpub,www.bouldercreekbrewery.net
"Boulder Dam Brewing Co","453 Nevada Hwy Boulder City, NV 89005-2424 | ",Map,Phone: (702) 243-2739,Type: Brewpub,www.boulderdambrewing.com
"Boulevard Brewing Co","2501 Southwest Blvd Kansas City, MO 64108-2345 | ",Map,Phone: (816) 474-7095,Type: Regional,www.boulevard.com
"Boundary Bay Brewery & Bistro","1107 Railroad Ave Bellingham, WA 98225-5007 | ",Map,Phone: (360) 647-5593,Type: Brewpub,www.bbaybrewery.com
"Bousa Brewing Company","7235 NE 4th Ave Miami, FL 33138-5315 | ",Map,Phone: (786) 493-1954,Type: Micro,www.bousabrewing.com
"Bow and Arrow Brewing Co.","602 McKnight Ave NW Albuquerque, NM 87102-1237 | ",Map,Phone: (505) 247-9800,Type: Micro,www.bowandarrowbrewing.com
"Bowigens Beer Company","1014 State Road 436 Casselberry, FL 32707-5722 | ",Map,Phone: (407) 960-7816,Type: Micro,www.bowigens.com
"Bowling Green Beer Works","322 N Grove St Ste C Bowling Green, OH 43402-2322 | ",Map,Phone: (512) 299-2101,Type: Micro,
"Bowser Brewing Co","1826 10th Ave S Great Falls, MT 59405-2632 | ",Map,Phone: (406) 315-1340,Type: Micro,www.bowserbrew.com
"Box Office Brewery"," Strasburg, VA 22657",Map,Phone: (540) 233-3353,Type: Planning,Info@boxofficebrewery.com
"Box Office Brewery"," Strasburg, VA 22657",Map,Phone: (540) 233-3353,Type: Planning,Info@boxofficebrewery.com
"Boxcar Brewing Co LLC","306 Westtown Rd Ste C West Chester, PA 19382-4983 | ",Map,,Type: Micro,www.boxcarbrewingcompany.com
"Boxing Bear Brewing Company","10200 Corrales Rd NW Albuquerque, NM 87114-9268 | ",Map,Phone: (505) 897-2327,Type: Brewpub,www.boxingbearbrewing.com
"Boylan Bridge Brewpub","709 MCCULLOCH ST RALEIGH, NC 276031939 | ",Map,Phone: (919) 227-6117,Type: Brewpub,www.boylanbridge.com
"Bozeman Brewing Co","504 N Broadway Ave Bozeman, MT 59715-3006 | ",Map,Phone: (406) 585-9142,Type: Micro,www.bozemanbrewing.com
"Bradley Brew Project"," Bradley Beach, NJ 07720",Map,Phone: (848) 444-0914,Type: Planning,bradleybrew.com
"Bradley Farm / RB Brew, LLC","317 Springtown Rd New Paltz, NY 12561-3020 | ",Map,Phone: (845) 255-8769,Type: Micro,www.raybradleyfarm.com
"Braeloch Brewing Company"," Kennett Square, PA 19348",Map,Phone: (302) 605-6473,Type: Planning,
"Bragg Hill"," Summit, NJ 07901-4307",Map,,Type: Planning,
"Braindead Brewing","2625 Main St Dallas, TX 75226-1411 | ",Map,Phone: (469) 286-9005,Type: Brewpub,www.braindeadbrewing.com
"Branagan's Microberwery LLC"," Sandy, UT 84092-3902",Map,Phone: (801) 808-6491,Type: Planning,Www.branagansbrewery.com
"Branch"," ,  ",Map,,,
"Branchline Brewing Company","3633 Metro Pkwy San Antonio, TX 78247-3502 | ",Map,Phone: (361) 290-8817,Type: Micro,www.branchlinebrewing.com
"Brash","508 W Crosstimbers St Houston, TX 77018-5521 | ",Map,,Type: Micro,www.brashbeers.com
"Brass Cannon Brewing","8105 Richmond Rd Ste 105 Toano, VA 23168-9260 | ",Map,Phone: 757-566-0001,Type: Micro,www.brasscannonbrewing.com
"Brass Works Brewing Company LLC","2066 Thomaston Ave Waterbury, CT 06704-1038 | ",Map,Phone: (203) 527-6223,Type: Micro,www.brassworksbrewing.com
"Brasserie L'Etrange"," Prairieville, LA 70769",Map,,Type: Planning,
"Brasserie Saint James","742 Valencia St San Francisco, CA 94110-1735 | ",Map,Phone: (415) 655-9868,Type: Brewpub,brasseriesaintjames.com
"Brasserie Saint James","901 S Center St Reno, NV 89501-2307 | ",Map,Phone: (775) 348-8888,Type: Brewpub,www.brasseriesaintjames.com
"Brau Brothers Brewing Co","1010 E Southview Dr Marshall, MN 56258-2401 | ",Map,Phone: (507) 747-2337,Type: Micro,www.braubeer.com
"Brausch Brewery","1030 S South St Wilmington, OH 45177-2924 | ",Map,Phone: (937) 302-2337,Type: Micro,
"Braven Brewing Company","362 Jefferson St # 320 Brooklyn, NY 11237-2312 | ",Map,Phone: (929) 295-6673,Type: Contract,www.bravenbrewing.com
"Bravery Brewing","42705 8th St W Lancaster, CA 93534-7184 | ",Map,Phone: (661) 951-4677,Type: Micro,www.braverybrewing.com
"Bravo! Restaurant & Cafe","5402 Portage Rd Portage, MI 49002-1718 | ",Map,Phone: (269) 344-7700,Type: Brewpub,www.bravokalamazoo.com
"Brawling Bear"," Gaithersburg, MD 20877-2067",Map,Phone: (240) 842-3272,Type: Planning,www.brawlingbear.com
"Braxton Brewing Company","27 W 7th St Covington, KY 41011-2301 | ",Map,Phone: 859615600,Type: Micro,www.braxtonbrewing.com
"Braxton Labs","95 Riveria Dr. Bellevue, KY 41073 | ",Map,Phone: 859615600,Type: Micro,
"Brays Brewing Co, Inc","678 Roosevelt Trl Naples, ME 04055-5335 | ",Map,Phone: (207) 693-6806,Type: Brewpub,www.braysbrewpub.com
"Brazo Fuerte Artisanal Beer","15 Main St, Ste 125 Watertown, MA 02472 | ",Map,Phone: (617) 600-8140,Type: Proprietor,www.brazofuertebeer.com
"Brazos Valley Brewing Company","201 W 1st St Brenham, TX 77833 | ",Map,Phone: (979) 987-1133,Type: Micro,www.brazosvalleybrewery.com
"Breaker Brewing Company","787 E Northampton St Wilkes Barre, PA 18702-7521 | ",Map,,Type: Brewpub,
"Breakside Brewery","820 NE Dekum St Portland, OR 97211-3630 | ",Map,Phone: (503) 719-6475,Type: Brewpub,www.breakside.com
"Breakside Brewery","1570 NW 22nd Ave Portland, OR 97210 | ",Map,Phone: (503) 444-7597,Type: Brewpub,breakside.com
"Breakside Brewery & Taproom","5821 SE International Way Milwaukie, OR 97222-4633 | ",Map,Phone: (503) 719-6475,Type: Micro,www.breakside.com
"Breakwater Brewing Co","101 N Coast Hwy Ste C140 Oceanside, CA 92054-3015 | ",Map,Phone: (760) 433-6064,Type: Brewpub,www.breakwaterbrewing.com
"Breckenridge Brewery","2920 Brewery Ln Littleton, CO 80120-2850 | ",Map,Phone: (303) 623-2739,Type: Large,www.breckenridgebrewery.com
"Breckenridge Brewery & Pub","PO Box 75 600 S Main StBreckenridge, CO 80424-0075 | ",Map,Phone: (970) 453-1550,Type: Large,www.breckenridgebrewery.com
"Brenner Brewing","706 S 5th St Milwaukee, WI 53204-1705 | ",Map,Phone: (414) 465-8469,Type: Micro,www.BrennerBrewing.com
"Brevard Brewing Co","63 E Main St Brevard, NC 28712-3746 | ",Map,,Type: Micro,www.brevard-brewing.com
"Brew 32","1474 State Rt 208 Pulaski, PA 16143 | ",Map,Phone: (724) 252-8464,Type: Brewpub,Www.brew32craft.com
"Brew Angels LLC"," Milton, FL 32583",Map,Phone: (850) 564-0034,Type: Planning,
"Brew Bus Brewing","4101 N Florida Ave Tampa, FL 33603-3817 | ",Map,Phone: (813) 374-2101,Type: Micro,www.floridaavenuebrewing.com
"Brew Bus Brewing","4101 N Florida Ave Tampa, FL 33603-3817 | ",Map,Phone: (813) 990-7310,Type: Proprietor,www.brewbususa.com
"Brew Detroit","1401 Abbott St Detroit, MI 48216-1946 | ",Map,Phone: (313) 974-7366,Type: Micro,www.brewdetroit.com
"Brew Gentlemen","512 Braddock Ave Braddock, PA 15104-1806 | ",Map,Phone: (412) 871-5075,Type: Micro,www.brewgentlemen.com
"Brew House No 16","831 N Calvert St Baltimore, MD 21202-3705 | ",Map,Phone: (410) 659-4084,Type: Brewpub,www.brewhouseno16.com
"Brew Hub, LLC","3900 Frontage Rd S Lakeland, FL 33815-3205 | ",Map,Phone: (863) 698-7600,Type: Micro,www.brewhub.com
"Brew Keepers","2200 Main Street Wheeling, WV 26001 | ",Map,Phone: (724) 809-8968,Type: Micro,
"Brew Kettle, Taproom and Smokehouse, The","8377 Pearl Rd Strongsville, OH 44136-1637 | ",Map,Phone: (440) 239-8788,Type: Brewpub,www.thebrewkettle.com
"Brew Lab","7925 Marty St Overland Park, KS 66204 | ",Map,Phone: (913) 400-2343,Type: Brewpub,www.brewlabkc.com
"Brew Link Brewing","770 Andico Road Plainfield, IN 46168-8232 | ",Map,Phone: (317) 203-7788,Type: Micro,www.brewlinkbrewing.com
"Brew Monkey Beer Company"," San Antonio , TX 78015",Map,Phone: (408) 655-6700,Type: Planning,www.brewmonkeybeerco.com
"Brew Practitioners, LLC.","36 Main St Florence, MA 01062-3152 | ",Map,Phone: (413) 584-2444,Type: Micro,www.brewpractitioners.com
"Brew Pub and Kitchen","117 W College Dr Durango, CO 81301-5407 | ",Map,Phone: (970) 259-5959,Type: Brewpub,www.brewpubkitchen.com
"Brew Rebellion","195 N Del Rosa Dr San Bernardino, CA 92408-0120 | ",Map,,Type: Micro,
"Brew Rebellion","33 S. San Gorgonio Banning, CA 92220-6001 | ",Map,Phone: (951) 907-4844,Type: Micro,
"Brew Republic Bierwerks","15201 Potomac Town Place #110 Woodbridge, VA 22191-6592 | ",Map,Phone: (703) 594-7950,Type: Brewpub,brewrepublic.beer
"Brew SA Brewing Co","180 Woodcleft Ave Freeport, NY 2751 | ",Map,Phone: (516) 377-2751,Type: Micro,www.brewsa.com
"Brewability Lab","12445 E 39th Ave Unit 314 Denver, CO 80239-3456 | ",Map,Phone: (816) 351-5085,Type: Micro,Brewabilitylab.com
"BrewBakers Brewery","11927 84th St NE Lake Stevens, WA 98258-8906 | ",Map,Phone: (360) 691-9025,Type: Micro,www.brewbakersbrewery.com
"Brewbakers Brewing Co","219 E Main St Visalia, CA 93291-6355 | ",Map,Phone: (559) 627-2739,Type: Brewpub,www.brewbakersbrewingco.com
"Brewcaipa Brewing Co.","35058 Yucaipa Blvd Yucaipa, CA 92399-4337 | ",Map,,Type: Micro,www.brewcaipa.com
"BrewCoffee","Cincinnati Cincinnati, Ohio 45225 | ",Map,Phone: (860) 438-4904,Type: Micro,
"BrewDog Brewing Company, LLC","96 Gender Rd Canal Winchester, OH 43110-7539 | ",Map,,Type: Brewpub,www.brewdog.com
"Brewed By Gnomes","1735 SE 33rd Ave Portland, OR 97214-5024 | ",Map,,Type: Contract,
"Brewerie at Union Station, The","123 W 14th St Erie, PA 16501-1717 | ",Map,Phone: (814) 454-2200,Type: Brewpub,www.brewerie.com
"Brewer's Alley Restaurant and Brewery","124 N Market St Frederick, MD 21701-5422 | ",Map,Phone: (301) 631-0089,Type: Brewpub,www.brewers-alley.com
"Brewers Art / Old Line Brewery LLC","1106 N Charles St Baltimore, MD 21201-5557 | ",Map,,Type: Micro,
"Brewers Tasting Room","11270 4th St N Ste 202 Saint Petersburg, FL 33716-2937 | ",Map,Phone: (727) 873-3900,Type: Brewpub,www.brewerstastingroom.com
"Brewers Union Local 180","PO Box 739 Oakridge, OR 97463-0739 | ",Map,Phone: (541) 782-2024,Type: Brewpub,www.brewersunion.com
"brewery"," ,  ",Map,,,
"Brewery 26","5546 NE Mason St Portland, OR 97218 | ",Map,Phone: (503) 754-2250,Type: Micro,www.brewery26.com
"Brewery 33 Hocking Hills, LLC ","12684 College Prospect Dr Logan, OH 43138-8983 | ",Map,,Type: Micro,
"Brewery 4 Two 4","321 Douglas Ave Holland, MI 49424 | ",Map,Phone: (616) 377-7773,Type: Micro,www.brewery4two4.com
"Brewery 719"," Alliance, NE 69301-3840",Map,,Type: Planning,www.brewery719.com
"Brewery 85","6 Whitlee Ct Greenville, SC 29607-3791 | ",Map,,Type: Micro,www.brewery85.com
"Brewery 99","417 Broad St Ste F New Bern, NC 28560-4900 | ",Map,Phone: (252) 259-6393,Type: Micro,www.brewery99.com
"Brewery ARS","1927-29 W Passyunk Ave Philadelphia, PA 19145 | ",Map,Phone: (215) 960-5173,Type: Micro,breweryars.com
"Brewery At Abigaile","1301 Manhattan Ave Hermosa Beach, CA 90254-3666 | ",Map,Phone: (310) 798-8227,Type: Brewpub,www.abigailerestaurant.com
"Brewery At Lake Tahoe","3542 Lake Tahoe Blvd South Lake Tahoe, CA 96150-8900 | ",Map,Phone: (530) 544-4369,Type: Brewpub,www.brewerylaketahoe.com
"Brewery At Simmzys Burbank","3000 W Olive Ave Burbank, CA 91505-4537 | ",Map,Phone: (818) 962-2500,Type: Brewpub,www.Simmzys.com
"Brewery At The Culinary Institute Of America","1995 Campus Dr Hyde Park, NY 12538-1430 | ",Map,,Type: Brewpub,
"Brewery Becker","500 W Main St Brighton, MI 48116-1471 | ",Map,Phone: (810) 844-0225,Type: Brewpub,www.brauereibecker.us
"Brewery Bhavana","218 South Blount St Raleigh, NC 27601-1408 | ",Map,Phone: (919) 829-9998,Type: Brewpub,
"Brewery Creek Inn, Restaurant and Brewery","23 Commerce St Mineral Point, WI 53565-1368 | ",Map,Phone: (608) 987-3298,Type: Brewpub,www.brewerycreek.com
"Brewery Draconum"," Newhall, CA 91321-2801",Map,Phone: (661) 993-1846,Type: Planning,
"Brewery Emperial","1829 Oak St Kansas City, MO 64108 | ",Map,Phone: (816) 945-9625,Type: Brewpub,www.breweryemperial.com
"Brewery Ferment","511 S Union St Traverse City, MI 49684-3246 | ",Map,Phone: (231) 735-8113,Type: Micro,www.breweryferment.com
"Brewery In Planning"," ,  ",Map,Phone: (360) 992-2356,Type: Planning,
"Brewery In Planning "," Rock Hill, SC ",Map,,Type: Planning,
"Brewery in Planning -  Norfork"," Norfork, AR 72658-9630",Map,Phone: (918) 706-6082,Type: Planning,
"Brewery In Planning - Aiken"," Aiken, SC 29801",Map,,Type: Planning,
"Brewery In Planning - Albert Lea"," Albert Lea, MN 56007-4211",Map,,Type: Planning,
"Brewery in Planning - Albuquerue"," Albuquerque, NM 87108-1228",Map,Phone: (219) 775-0232,Type: Planning,highanddrybrewing.com
"Brewery in Planning - Aldan"," Aldan, PA 19018-3702",Map,,Type: Planning,
"Brewery in Planning - Alexandria"," Alexandria, VA 22315-5565",Map,Phone: (703) 346-5718,Type: Planning,
"Brewery in Planning - Aliso Viejo"," Aliso Viejo, CA 92656-2980",Map,,Type: Planning,
"Brewery In Planning - Anaheim"," Buena Park, CA 90621-2105",Map,Phone: (714) 296-2550,Type: Planning,www.ambitiousales.com
"Brewery in Planning - Andover"," Andover, MN 55304-3016",Map,Phone: (763) 639-0539,Type: Planning,www.torgbrewery.com
"Brewery in Planning - Appleton"," Appleton, WI 54911",Map,Phone: (310) 208-9613,Type: Planning,
"Brewery in Planning - Arlington"," Arlington, MA 02474-8871",Map,Phone: (508) 330-7131,Type: Planning,
"Brewery In Planning - Arlington"," Mc Lean, VA 22101-5337",Map,,Type: Planning,
"Brewery In Planning - Arnold"," Annapolis, MD 21409",Map,,Type: Planning,
"Brewery in Planning - Asheville"," Asheville, NC 28802-2089",Map,,Type: Planning,http://www.eluviumbrewing.com
"Brewery In Planning - Asheville"," Cape Coral, FL ",Map,Phone: (818) 419-7015,Type: Planning,
"Brewery in Planning - Astoria"," Astoria, NY 11105-3936",Map,,Type: Planning,
"Brewery in Planning - Auburn"," Auburn, ME 04210",Map,Phone: (207) 347-9920,Type: Planning,
"Brewery in Planning - Augusta"," Augusta, KY 41002",Map,Phone: (513) 274-7494,Type: Planning,
"Brewery in Planning - Aurora"," Denver, CO 80231",Map,Phone: (720) 289-3612,Type: Planning,
"Brewery in Planning - Austin"," Austin, TX 78745",Map,,Type: Planning,
"Brewery in Planning - Austin"," Austin, TX 78729-4938",Map,,Type: Planning,
"Brewery In Planning - Austin"," Leander, TX 78641-8632",Map,,Type: Planning,
"Brewery in Planning - Bala Cynwyd"," Bala Cynwyd, PA 19004-1929",Map,Phone: (610) 324-8227,Type: Planning,www.pabrewreview.com
"Brewery in Planning - Ballston Lake"," Ballston Lake, NY 12019-1938",Map,,Type: Planning,
"Brewery in Planning - Baltimore"," Curtis Bay, MD 21226-1505",Map,Phone: (703) 608-1263,Type: Planning,www.littleamericabrewingcompany.com
"Brewery in Planning - Baltimore"," Baltimore, MD 21224",Map,,Type: Planning,
"Brewery in Planning - Baltimore"," Baltimore, MD 21224-4716",Map,Phone: (410) 419-8312,Type: Planning,
"Brewery In Planning - Baltimore"," Baltimore, MD 21211-1900",Map,,Type: Planning,
"Brewery in Planning - Bartow"," Bartow, FL 33830-6905",Map,,Type: Planning,
"Brewery in Planning - Basking Ridge"," Basking Ridge, NJ 07920",Map,,Type: Planning,
"Brewery in Planning - Baton Rouge"," Baton Rouge, LA 70810",Map,,Type: Planning,
"Brewery In Planning - Baton Rouge"," Baton Rouge, LA 70808-2273",Map,,Type: Planning,
"Brewery in Planning - Baton Rouge"," Baton Rouge, LA 70820-8609",Map,Phone: (713) 824-3967,Type: Planning,
"Brewery In Planning - Baytown"," Kingwood, TX 77339",Map,,Type: Planning,
"Brewery in Planning - Beaumont"," Beaumont, TX 77706-7451",Map,Phone: (703) 785-0527,Type: Planning,
"Brewery In Planning - Bend"," Bend, OR 97702-2783",Map,,Type: Planning,
"Brewery In Planning - Bensenville"," Bensenville, IL 60106-2682",Map,,Type: Planning,
"Brewery In Planning - Bethel"," Bethel, OH 45106-8228",Map,Phone: (513) 658-0002,Type: Planning,
"Brewery in Planning - Bethesda"," Bethesda, MD 20816-3128",Map,,Type: Planning,
"Brewery In Planning - Bethlehem"," Bethlehem, PA 18017",Map,,Type: Planning,
"Brewery In Planning - Blue Bell"," Blue Bell, PA 19422-2155",Map,,Type: Planning,
"Brewery in Planning - Blue Springs"," Blue Springs, MO 64015-5204",Map,Phone: (816) 427-1208,Type: Planning,
"Brewery in Planning - Boca Raton"," Boca Raton, FL 33486",Map,,Type: Planning,
"Brewery In Planning - Bolton"," Bolton, MA 01740-1027",Map,Phone: (978) 895-5931,Type: Planning,sites.google.com/site/greenroadbrewing/
"Brewery in Planning - Boston"," Boston, MA 02109",Map,,Type: Planning,
"Brewery in Planning - Boulder"," Boulder, CO 80304-2501",Map,,Type: Planning,
"Brewery In Planning - Boulder"," Boulder, CO 80301",Map,,Type: Planning,
"Brewery In Planning - Boulder, CO"," Boulder, CO ",Map,,Type: Planning,
"Brewery in Planning - Bozeman"," Bozeman, MT 59718",Map,Phone: (406) 570-0770,Type: Planning,
"Brewery in Planning - Braselton"," Braselton, GA 30517-5052",Map,Phone: (706) 870-1458,Type: Planning,
"Brewery in Planning - Bridgeport","301 Main Street Bridgeport, WV 26330 | ",Map,Phone: (304) 842-7613,,
"Brewery in Planning - Bristol"," Bristol, CT 06010-7955",Map,Phone: (860) 305-9556,Type: Planning,www.hopculturefarms.com
"Brewery in Planning - Brookings"," Brookings, SD 57006",Map,,Type: Planning,
"Brewery In Planning - Brooklyn"," Brooklyn, NY 11222-2093",Map,,Type: Planning,
"Brewery in Planning - Brooklyn"," Brooklyn, NY 11231",Map,Phone: (212) 925-8775,Type: Planning,
"Brewery in Planning - Brooklyn"," Brooklyn, NY 11218-1828",Map,,Type: Planning,
"Brewery In Planning - Brooklyn"," Brooklyn, NY 11216",Map,,Type: Planning,
"Brewery in Planning - Burlington"," Burlington, KS 66839-9200",Map,Phone: (785) 633-2062,Type: Planning,
"Brewery in Planning - Canyon"," Canyon, TX 79015-6522",Map,Phone: (806) 382-0634,Type: Planning,www.pondaseta.com
"Brewery In Planning - Cape Cod"," Englewood, CO 80112",Map,,Type: Planning,
"Brewery in Planning - Carbondale"," Carbondale, IL 62901",Map,Phone: (618) 453-7508,Type: Planning,www.fermentation.siu.edu
"Brewery in Planning - Carlsbad"," Carlsbad, NM 88220-9405",Map,Phone: (575) 361-7761,Type: Planning,
"Brewery In Planning - Carlton"," Carlton, OR 97111-9514",Map,,Type: Planning,
"Brewery In Planning - Carmel IN"," Carmel, IN 46033-9732",Map,,Type: Planning,
"Brewery In Planning - Cedar Hills TX"," Dallas, Texas 75224",Map,,Type: Planning,
"Brewery In Planning - Centennial"," Aurora, CO 80015-2207",Map,,Type: Planning,
"Brewery in Planning - Center Moriches"," Center Moriches, NY 11934",Map,Phone: (631) 449-5310,Type: Planning,
"Brewery in Planning - Chandler"," Chandler, AZ 85249-5880",Map,Phone: (602) 292-2726,Type: Planning,
"Brewery In Planning - Chandler"," Chandler, AZ 85249-4724",Map,,Type: Planning,
"Brewery In Planning - Chappaqua"," ,  ",Map,,Type: Planning,
"Brewery in Planning - Charlotte"," Charlotte, NC 28202-3140",Map,,Type: Planning,
"Brewery In Planning - Charlotte"," Charlotte, NC 28204-1003",Map,,Type: Planning,
"Brewery in Planning - Cheverly"," Cheverly, MD 20785-3016",Map,Phone: (206) 299-7485,Type: Planning,www.redbear.beer
"Brewery in Planning - Chicago"," Chicago, IL 60191",Map,Phone: (630) 740-2415,Type: Planning,
"Brewery In Planning - Chicago"," Chicago, IL 60640-4006",Map,,Type: Planning,
"Brewery In Planning - Cincinnati"," Cincinnati, OH ",Map,,Type: Planning,
"Brewery in Planning - Cincinnati"," Cincinnati, OH 45245",Map,Phone: (585) 576-7169,Type: Planning,
"Brewery in Planning - Cincinnati"," Alexandria, KY 41001",Map,Phone: (859) 694-6999,Type: Planning,www.alexandriabrewingcompany.com
"Brewery in Planning - Cincinnati"," Cincinnati, OH 45211-4423",Map,,Type: Planning,
"Brewery in Planning - Cincinnati"," Cincinnati, OH 45202-7191",Map,Phone: (513) 604-4527,Type: Planning,
"Brewery in Planning - Cincinnati"," Cincinnati, OH 45244-1094",Map,,Type: Planning,
"Brewery in Planning - Claremont"," Claremont, CA 91711",Map,,Type: Planning,
"Brewery In Planning - Claremont"," Claremont, CA 91711-1764",Map,,Type: Planning,
"Brewery in Planning - Clarion"," Clarion, PA 16214",Map,,Type: Planning,
"Brewery In Planning - Cleveland"," Cleveland, OH 44102-1542",Map,,Type: Planning,
"Brewery In Planning - CO"," Castle Rock , CO ",Map,,Type: Planning,
"Brewery In Planning - Cobden"," Cobden, IL 62920-3397",Map,,Type: Planning,
"Brewery in Planning - Coeur d'Alene"," Coeur d'Alene, ID 83815",Map,,Type: Planning,
"Brewery In Planning - College Station"," College Station, TX 77845",Map,,Type: Planning,
"Brewery In Planning - Colonial Beach"," King George, VA 22485-8503",Map,Phone: (602) 463-8590,Type: Planning,www.fifthhumourbrewing.com
"Brewery in Planning - Commerce City"," Commerce City, CO ",Map,Phone: (720) 373-1644,Type: Planning,
"Brewery in Planning - Concord"," Concord, MA 01742-3430",Map,,Type: Planning,
"Brewery in Planning - Coralville"," Coralville, IA 52241-1917",Map,,Type: Planning,
"Brewery in Planning - corcoran"," Corcoran, CA 93212-9716",Map,Phone: (559) 362-4349,Type: Planning,
"Brewery In Planning - Corvallis"," Corvallis, OR 97330-1348",Map,,Type: Planning,
"Brewery in Planning - Cross Lanes"," Cross Lanes , WV 25313",Map,Phone: (304) 741-1407,Type: Planning,
"Brewery in Planning - Culver City"," Culver City, CA 90230-4108",Map,,Type: Planning,
"Brewery In Planning - Culver City"," Pittsburgh, PA 15222-4227",Map,,Type: Planning,
"Brewery in Planning - Cuyahoga Falls"," Cuyahoga Falls, OH 44221",Map,,Type: Planning,
"Brewery in Planning - Cypress"," Cypress, TX 77429",Map,,Type: Planning,
"Brewery In Planning - Cypress"," Cypress, TX ",Map,,Type: Planning,
"Brewery In Planning - Dallas"," Dallas, TX 75218-1390",Map,,Type: Planning,
"Brewery in Planning - Dallas"," Dallas, GA 30157",Map,,Type: Planning,
"Brewery in Planning - Dallas"," Dallas, TX 75287",Map,,Type: Planning,
"Brewery in Planning - Dallas"," Dallas, TX 75238",Map,,Type: Planning,
"Brewery in Planning - Dallas"," Dallas, TX 75209-4842",Map,Phone: (214) 534-0900,Type: Planning,
"Brewery in Planning - Denver"," Denver, CO 80209-0383",Map,,Type: Planning,
"Brewery In Planning - Denver"," Denver, CO 80228-5932",Map,Phone: (303) 349-8158,Type: Planning,
"Brewery in Planning - Denver"," Denver, CO 80220",Map,Phone: (608) 469-4501,Type: Planning,
"Brewery in Planning - Denver"," Denver, CO 80236-2314",Map,,Type: Planning,
"Brewery in Planning - Downers Grove"," Downers Grove, IL 60515-2920",Map,,Type: Planning,
"Brewery In Planning - Draper"," Midvale, UT 84047-2875",Map,Phone: (801) 557-8075,Type: Planning,
"Brewery in Planning - Dublin"," Dublin, OH 43016-8696",Map,Phone: (815) 236-6393,Type: Planning,
"Brewery In Planning - Dulles"," Columbia, SC 29229-7322",Map,,Type: Planning,
"Brewery in Planning - east greenwich"," east greenwich, RI 02818",Map,,Type: Planning,
"Brewery in Planning - East Jordan"," East Jordan, MI 49727",Map,Phone: (231) 536-9241,Type: Planning,
"Brewery In Planning - Edwards"," Edwards, CO 81632",Map,,Type: Planning,
"Brewery In Planning - Elk Grove"," Elk Grove, CA 95624-6066",Map,,Type: Planning,
"Brewery in Planning - Elkhart"," Elkhart, IN 46516-3210",Map,,Type: Planning,
"Brewery in Planning - Elmhurst"," Elmhurst, IL 60126",Map,,Type: Planning,
"Brewery In Planning - Englewood"," Englewood, CO ",Map,,Type: Planning,
"Brewery in Planning - Erie"," Erie, PA 16505-4202",Map,,Type: Planning,
"Brewery in Planning - Eugene"," Eugene, OR 97401",Map,,Type: Planning,
"Brewery In Planning - Eugene"," Eugene, OR 97401-7004",Map,,Type: Planning,
"Brewery In Planning - Eureka"," Eureka, MO 63025-3621",Map,,Type: Planning,
"Brewery in Planning - Fabius"," Fabius, NY 13063",Map,Phone: (315) 447-9511,Type: Planning,
"Brewery in Planning - Farmingdale"," Farmingdale, NJ 07727",Map,Phone: (732) 974-0070,Type: Planning,www.fizzics.com
"Brewery In Planning - Fayetteville"," Fayetteville, NC 28303-4660",Map,,Type: Planning,
"Brewery In Planning - Fennville"," ,  ",Map,,Type: Planning,
"Brewery in Planning - Fernandina Beach"," Fernandina Beach, FL 32097",Map,,Type: Planning,
"Brewery in Planning - FIRCREST"," Fircrest, WA 98466-6681",Map,Phone: (253) 861-1309,Type: Planning,
"Brewery in Planning - Folsom"," Folsom, LA 70437-",Map,Phone: (985) 373-7631,Type: Planning,
"Brewery in Planning - Fort Mill"," Fort Mill, SC 29708-7870",Map,Phone: (803) 415-5425,Type: Planning,tbd.com
"Brewery in Planning - Fort Morgan"," Fort Morgan, CO 80701-3521",Map,Phone: (970) 768-3186,Type: Planning,
"Brewery In Planning - Fort Worth"," Fort Worth, TX 76116",Map,,Type: Planning,
"Brewery in Planning - Franklin"," Franklin, IN 46131",Map,,Type: Planning,
"Brewery In Planning - Franklin, MA. "," Millis, MA ",Map,,Type: Planning,
"Brewery In Planning - Friendswood"," Friendswood, TX 77546-3544",Map,Phone: (281) 620-6350,Type: Planning,
"Brewery in Planning - Gainesville"," Gainesville, FL 32607",Map,,Type: Planning,
"Brewery In Planning - Germantown"," Germantown, MD 20876-4443",Map,,Type: Planning,
"Brewery in Planning - Gettysburg"," Gettysburg, PA 17325",Map,,Type: Planning,
"Brewery In Planning - Gilette"," Gillette, WY 82718-7246",Map,Phone: (307) 689-1393,Type: Planning,
"Brewery In Planning - Glenmont"," Glenmont, NY 12077-3139",Map,,Type: Planning,
"Brewery in Planning - Grand Blanc"," Grand Blanc, MI 48439",Map,Phone: (810) 877-1873,Type: Planning,
"Brewery in Planning - Grangeville"," Grangeville, ID 83530-1900",Map,Phone: (208) 983-8302,Type: Planning,www.ida-lew.org
"Brewery in Planning - Grapevine"," Grapevine, TX 76051",Map,,Type: Planning,
"Brewery In Planning - Greely"," Greeley, CO 80639-0001",Map,,Type: Planning,
"Brewery In Planning - Greensboro"," Greensboro, NC ",Map,,Type: Planning,
"Brewery in Planning - Greenville"," Greenville, SC 29615-4178",Map,Phone: (864) 561-6677,Type: Planning,
"Brewery In Planning - Greenwich CT"," Stratford, CT 06615",Map,,Type: Planning,
